antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,Cluster
"frozenset({'parasol', 'napkin'})","frozenset({'bag', 'plate'})",0.06252521177894312,0.12384025816861638,0.043162565550625254,0.6903225806451614,5.574298623515815,1.0,0.035419427181873527,2.829265832997177,0.8753357890842408,0.3014084507042254,0.6465514168597399,0.5194283912997794,1
"frozenset({'bag', 'plate'})","frozenset({'parasol', 'napkin'})",0.12384025816861638,0.06252521177894312,0.043162565550625254,0.3485342019543974,5.574298623515814,1.0,0.035419427181873527,1.4390237999193223,0.936593173955698,0.3014084507042254,0.3050844606905986,0.5194283912997794,1
"frozenset({'bowl', 'parasol'})","frozenset({'box', 'plate'})",0.07664380798709157,0.08309802339653086,0.035498184751916094,0.4631578947368421,5.573633111905979,1.0,0.02912923580260554,1.70795466230058,0.8886969299813338,0.28571428571428575,0.4145043647393892,0.44517118037812975,1
"frozenset({'box', 'plate'})","frozenset({'bowl', 'parasol'})",0.08309802339653086,0.07664380798709157,0.035498184751916094,0.42718446601941745,5.573633111905978,1.0,0.02912923580260554,1.611960809785247,0.8949526056873175,0.28571428571428575,0.3796375234871716,0.44517118037812975,1
"frozenset({'hot water bottle', 'bag', 'sign'})","frozenset({'tin', 'retrospot cake'})",0.07462686567164178,0.08148446954417103,0.033884630899556276,0.45405405405405413,5.572277227722774,1.0,0.027803700336558438,1.6824294369735482,0.8867127496159755,0.27722772277227725,0.40562143170838827,0.43494781910623503,1
"frozenset({'tin', 'retrospot cake'})","frozenset({'hot water bottle', 'bag', 'sign'})",0.08148446954417103,0.07462686567164178,0.033884630899556276,0.4158415841584159,5.572277227722774,1.0,0.027803700336558438,1.5841133316468505,0.8933329150720455,0.27722772277227725,0.368732034493772,0.43494781910623503,1
"frozenset({'hot water bottle', 'retrospot cake'})","frozenset({'tin', 'bag', 'bowl'})",0.038321903993545785,0.14360629286002422,0.03065752319483663,0.8,5.570786516853932,1.0,0.025154256626985762,4.28196853569988,0.8531879194630873,0.20266666666666666,0.7664625529910505,0.5067415730337079,1
"frozenset({'plate', 'sign'})","frozenset({'tin', 'bag', 'parasol', 'napkin'})",0.1036708350141186,0.0572811617587737,0.03307785397337636,0.3190661478599222,5.5701759193292055,1.0,0.027139468103265493,1.384449951017115,0.9153695857390616,0.25867507886435337,0.27769147648470144,0.4482654682961583,1
"frozenset({'tin', 'bag', 'parasol', 'napkin'})","frozenset({'plate', 'sign'})",0.0572811617587737,0.1036708350141186,0.03307785397337636,0.5774647887323944,5.570175919329205,1.0,0.027139468103265493,2.121312357133253,0.8703257250801005,0.25867507886435337,0.5285937044408666,0.4482654682961583,1
"frozenset({'candle', 'bag', 'plate'})","frozenset({'box', 'napkin'})",0.06575231948366277,0.08592174263816055,0.03146430012101654,0.4785276073619632,5.569342434977966,1.0,0.025814746248479157,1.7528794817644686,0.8781885213232364,0.261744966442953,0.4295101229701266,0.4223623952302774,1
"frozenset({'box', 'napkin'})","frozenset({'candle', 'bag', 'plate'})",0.08592174263816055,0.06575231948366277,0.03146430012101654,0.36619718309859156,5.569342434977966,1.0,0.025814746248479157,1.4740352292591097,0.8975660262068029,0.261744966442953,0.32159016273808655,0.4223623952302774,1
"frozenset({'plate', 'bowl', 'retrospot cake'})","frozenset({'tin', 'bag', 'box', 'sign'})",0.04517950786607503,0.12505042355788623,0.03146430012101654,0.6964285714285714,5.56918202764977,1.0,0.025814583526227,2.88218684004461,0.8592614258013498,0.22674418604651164,0.653041230323388,0.47402073732718897,1
"frozenset({'tin', 'bag', 'bowl', 'plate'})","frozenset({'box', 'parasol'})",0.07462686567164178,0.07866075030254134,0.0326744655102864,0.43783783783783786,5.566153846153847,1.0,0.026804260263828095,1.6389207807118253,0.886499402628435,0.27090301003344486,0.38984238178633984,0.42661122661122663,1
"frozenset({'box', 'parasol'})","frozenset({'tin', 'bag', 'bowl', 'plate'})",0.07866075030254134,0.07462686567164178,0.0326744655102864,0.4153846153846154,5.566153846153847,1.0,0.026804260263828095,1.5828750981932445,0.8903807485243563,0.27090301003344486,0.36823821339950374,0.42661122661122663,1
"frozenset({'dotcom postage', 'bag', 'tin'})","frozenset({'frame', 'sign'})",0.08390480032271078,0.09156918112141993,0.042759177087535294,0.5096153846153846,5.565359200271094,1.0,0.035076083229828414,1.8524863757523986,0.8954495982984803,0.32218844984802425,0.46018496379286783,0.488287868519146,1
"frozenset({'frame', 'sign'})","frozenset({'dotcom postage', 'bag', 'tin'})",0.09156918112141993,0.08390480032271078,0.042759177087535294,0.46696035242290745,5.565359200271094,1.0,0.035076083229828414,1.7186248787334268,0.9030044572539293,0.32218844984802425,0.41813945999840935,0.488287868519146,1
"frozenset({'bowl', 'box', 'plate'})",frozenset({'retrospot cake'}),0.06292860024203308,0.1036708350141186,0.03630496167809601,0.576923076923077,5.5649506135887465,1.0,0.02978110114473477,2.1185962081484475,0.8753910173626057,0.2786377708978328,0.527989337395278,0.4635588147261299,1
frozenset({'retrospot cake'}),"frozenset({'bowl', 'box', 'plate'})",0.1036708350141186,0.06292860024203308,0.03630496167809601,0.35019455252918286,5.564950613588746,1.0,0.02978110114473477,1.4420799385496856,0.9151815181518151,0.2786377708978328,0.3065571656133639,0.4635588147261299,1
"frozenset({'retrospot cake', 'sign'})","frozenset({'box', 'plate'})",0.08027430415490117,0.08309802339653086,0.03711173860427592,0.4623115577889448,5.5634483095087095,1.0,0.030441102599471706,1.705266292935424,0.8918478260869566,0.2939297124600639,0.4135813250148676,0.4544567497682588,1
"frozenset({'box', 'plate'})","frozenset({'retrospot cake', 'sign'})",0.08309802339653086,0.08027430415490117,0.03711173860427592,0.44660194174757284,5.5634483095087095,1.0,0.030441102599471706,1.6619604679306172,0.8945943878038983,0.2939297124600639,0.39830097087378646,0.4544567497682588,1
"frozenset({'picnic basket', 'dotcom postage'})","frozenset({'lunch box', 'tin', 'sign'})",0.057684550221863654,0.10689794271883823,0.03428801936264623,0.5944055944055944,5.560496107665919,1.0,0.0281216596172675,2.2019585205380365,0.8703666398066076,0.26315789473684215,0.5458588385417653,0.45758015569336324,1
"frozenset({'picnic basket', 'bag', 'dotcom postage'})","frozenset({'lunch box', 'tin', 'sign'})",0.057684550221863654,0.10689794271883823,0.03428801936264623,0.5944055944055944,5.560496107665919,1.0,0.0281216596172675,2.2019585205380365,0.8703666398066076,0.26315789473684215,0.5458588385417653,0.45758015569336324,1
"frozenset({'lunch box', 'tin', 'sign'})","frozenset({'picnic basket', 'dotcom postage'})",0.10689794271883823,0.057684550221863654,0.03428801936264623,0.3207547169811321,5.560496107665919,1.0,0.0281216596172675,1.3872977455067008,0.9183272224879111,0.26315789473684215,0.2791742052209874,0.45758015569336324,1
"frozenset({'lunch box', 'tin', 'sign'})","frozenset({'picnic basket', 'bag', 'dotcom postage'})",0.10689794271883823,0.057684550221863654,0.03428801936264623,0.3207547169811321,5.560496107665919,1.0,0.0281216596172675,1.3872977455067008,0.9183272224879111,0.26315789473684215,0.2791742052209874,0.45758015569336324,1
"frozenset({'tin', 'retrospot cake', 'box', 'sign'})","frozenset({'bag', 'plate'})",0.04921339249697459,0.12384025816861638,0.033884630899556276,0.6885245901639344,5.5597799967960695,1.0,0.027790031667377493,2.8129339079849682,0.8625876315736307,0.24347826086956526,0.6444992905232015,0.48107011267154376,1
"frozenset({'candle', 'retrospot cake', 'bag', 'sign'})",frozenset({'pencils'}),0.041145623235175476,0.13755546591367487,0.03146430012101654,0.7647058823529411,5.559254786958771,1.0,0.025804494746593448,3.665389269866881,0.8553121258211708,0.21369863013698626,0.72717768117537,0.49672244264274623,1
"frozenset({'tin', 'retrospot cake'})","frozenset({'drawer knob', 'sign'})",0.08148446954417103,0.06857603872529246,0.031060911657926585,0.38118811881188125,5.558619685497963,1.0,0.0254730295189556,1.5051811214199275,0.8928528651848809,0.2610169491525424,0.3356281275593996,0.41706464764123474,1
"frozenset({'drawer knob', 'sign'})","frozenset({'tin', 'retrospot cake'})",0.06857603872529246,0.08148446954417103,0.031060911657926585,0.45294117647058824,5.558619685497962,1.0,0.0254730295189556,1.6790068836289347,0.8804789839869961,0.2610169491525424,0.4044098271719755,0.41706464764123474,1
"frozenset({'frame', 'dotcom postage'})","frozenset({'lunch box', 'tin', 'sign'})",0.055667607906413875,0.10689794271883823,0.03307785397337636,0.5942028985507247,5.558599945310365,1.0,0.027127101212101788,2.200858641157149,0.8684427126202062,0.2554517133956387,0.5456318814395874,0.45181843040743785,1
"frozenset({'lunch box', 'tin', 'sign'})","frozenset({'frame', 'dotcom postage'})",0.10689794271883823,0.055667607906413875,0.03307785397337636,0.309433962264151,5.558599945310364,1.0,0.027127101212101788,1.3674758683322423,0.9182585321788178,0.2554517133956387,0.26872566956549776,0.45181843040743785,1
"frozenset({'pencils', 'sign'})","frozenset({'candle', 'bag', 'plate'})",0.08834207341670028,0.06575231948366277,0.03227107704719645,0.36529680365296807,5.555648934084098,1.0,0.02646238081205238,1.4719441872883299,0.8994634955752212,0.26490066225165565,0.32062641461818125,0.428047174832619,1
"frozenset({'candle', 'bag', 'plate'})","frozenset({'pencils', 'sign'})",0.06575231948366277,0.08834207341670028,0.03227107704719645,0.49079754601226994,5.555648934084097,1.0,0.02646238081205238,1.7903643618443117,0.8777148100172711,0.26490066225165565,0.4414544763559369,0.428047174832619,1
"frozenset({'jumbo vintage', 'dotcom postage', 'tin'})","frozenset({'bag', 'lunch box', 'sign'})",0.05808793868495361,0.11375554659136748,0.03670835014118596,0.6319444444444444,5.555284672970843,1.0,0.03010052492571322,2.407909458317794,0.8705602748429301,0.2716417910447761,0.5847019926161938,0.47731973995271865,1
"frozenset({'bag', 'lunch box', 'sign'})","frozenset({'jumbo vintage', 'dotcom postage', 'tin'})",0.11375554659136748,0.05808793868495361,0.03670835014118596,0.3226950354609929,5.555284672970842,1.0,0.03010052492571322,1.3906764465489165,0.9252427135904604,0.2716417910447761,0.28092547876137103,0.47731973995271865,1
"frozenset({'retrospot cake', 'tin', 'sign'})","frozenset({'plate', 'napkin'})",0.06655909640984267,0.08511496571198064,0.03146430012101654,0.4727272727272728,5.553985351141749,1.0,0.025799124912272365,1.7351267891669335,0.8784156638521375,0.261744966442953,0.42367324033990705,0.42119775958638517,1
"frozenset({'plate', 'napkin'})","frozenset({'retrospot cake', 'tin', 'sign'})",0.08511496571198064,0.06655909640984267,0.03146430012101654,0.3696682464454976,5.553985351141749,1.0,0.025799124912272365,1.4808724109588212,0.896231854565188,0.261744966442953,0.3247223781064774,0.42119775958638517,1
"frozenset({'mug', 'pencils'})","frozenset({'candle', 'bag', 'box'})",0.06736587333602259,0.10891488503428802,0.040742234772085516,0.6047904191616766,5.552872033710357,1.0,0.03340508842245821,2.254715366655665,0.879136832368358,0.30059523809523814,0.5564850380723387,0.4894322466178753,1
"frozenset({'candle', 'bag', 'box'})","frozenset({'mug', 'pencils'})",0.10891488503428802,0.06736587333602259,0.040742234772085516,0.37407407407407406,5.552872033710357,1.0,0.03340508842245821,1.490007184611088,0.9201287263176295,0.30059523809523814,0.328862296552608,0.4894322466178753,1
"frozenset({'drawer knob', 'bowl'})","frozenset({'bag', 'tin', 'napkin'})",0.05163372327551432,0.118192819685357,0.033884630899556276,0.6562500000000001,5.552367747440274,1.0,0.02778189555476979,2.5652572518244168,0.8645358611330538,0.24925816023738873,0.6101755489478501,0.471469709897611,1
"frozenset({'bowl', 'napkin'})","frozenset({'plate', 'sign'})",0.0826946349334409,0.1036708350141186,0.04759983864461476,0.575609756097561,5.552282433330171,1.0,0.039026816789877246,2.1120399864609856,0.8938069257486995,0.3430232558139535,0.5265241158262168,0.5173768624845781,1
"frozenset({'plate', 'sign'})","frozenset({'bowl', 'napkin'})",0.1036708350141186,0.0826946349334409,0.04759983864461476,0.4591439688715953,5.55228243333017,1.0,0.039026816789877246,1.696025027497163,0.914724099528597,0.3430232558139535,0.41038605929317706,0.5173768624845781,1
"frozenset({'dotcom postage', 'tin'})","frozenset({'bag', 'lunch box', 'sign'})",0.08430818878580072,0.11375554659136748,0.053247277127874144,0.6315789473684211,5.552071668533036,1.0,0.04365675303041719,2.4055206592520033,0.8953744493392072,0.36768802228412256,0.5842895814867164,0.5498320268757,1
"frozenset({'bag', 'lunch box', 'sign'})","frozenset({'dotcom postage', 'tin'})",0.11375554659136748,0.08430818878580072,0.053247277127874144,0.46808510638297873,5.552071668533035,1.0,0.04365675303041719,1.7215006050826946,0.9251251706873009,0.36768802228412256,0.41911144437154374,0.5498320268757,1
"frozenset({'bag', 'pencils', 'sign'})","frozenset({'bowl', 'retrospot cake'})",0.08148446954417103,0.06776926179911255,0.03065752319483663,0.3762376237623763,5.551744460160302,1.0,0.02513538084573589,1.4945286437823753,0.8926103136629452,0.2585034013605442,0.3308927171384383,0.41430928807166434,1
"frozenset({'bowl', 'retrospot cake'})","frozenset({'bag', 'pencils', 'sign'})",0.06776926179911255,0.08148446954417103,0.03065752319483663,0.45238095238095233,5.551744460160301,1.0,0.02513538084573589,1.6772892295280355,0.8794780113416385,0.2585034013605442,0.4037999037999037,0.41430928807166434,1
"frozenset({'drawer knob', 'sign'})","frozenset({'bag', 'box', 'napkin'})",0.06857603872529246,0.07946752722872126,0.030254134731746672,0.4411764705882353,5.551657211107793,1.0,0.02480456650710665,1.647268635485446,0.8802367547278764,0.2568493150684932,0.39293447440325824,0.4109435652433562,1
"frozenset({'bag', 'box', 'napkin'})","frozenset({'drawer knob', 'sign'})",0.07946752722872126,0.06857603872529246,0.030254134731746672,0.38071065989847713,5.551657211107793,1.0,0.02480456650710665,1.5040206587796505,0.8906514753140519,0.2568493150684932,0.33511551575934384,0.4109435652433562,1
"frozenset({'mug', 'bag', 'box', 'sign'})","frozenset({'candle', 'pencils'})",0.07382008874546188,0.0826946349334409,0.033884630899556276,0.459016393442623,5.550739704118354,1.0,0.027780105609996095,1.6956250687593974,0.8851885266301643,0.27631578947368424,0.41024698300099494,0.4343862455017994,1
"frozenset({'candle', 'pencils'})","frozenset({'mug', 'bag', 'box', 'sign'})",0.0826946349334409,0.07382008874546188,0.033884630899556276,0.4097560975609757,5.550739704118354,1.0,0.027780105609996095,1.5691477835304162,0.8937523558235958,0.27631578947368424,0.362711396277726,0.4343862455017994,1
"frozenset({'sign', 'bowl', 'bag', 'tin', 'box'})",frozenset({'retrospot cake'}),0.07220653489310205,0.1036708350141186,0.04154901169826543,0.5754189944134078,5.550442362454622,1.0,0.03406329993242145,2.1110910596377996,0.8836386661038412,0.3093093093093093,0.5263112903469117,0.4880986022650696,1
frozenset({'retrospot cake'}),"frozenset({'sign', 'bowl', 'bag', 'tin', 'box'})",0.1036708350141186,0.07220653489310205,0.04154901169826543,0.4007782101167315,5.550442362454622,1.0,0.03406329993242145,1.5483306528082645,0.9146574851659924,0.3093093093093093,0.35414312299103357,0.4880986022650696,1
"frozenset({'plate', 'tin', 'napkin'})","frozenset({'retrospot cake', 'bag', 'sign'})",0.07422347720855184,0.0754336425978217,0.031060911657926585,0.41847826086956524,5.547634271099745,1.0,0.02546196440580912,1.5899085024486055,0.8854652972300031,0.2619047619047619,0.37103298808710833,0.4151214833759591,1
"frozenset({'retrospot cake', 'bag', 'sign'})","frozenset({'plate', 'tin', 'napkin'})",0.0754336425978217,0.07422347720855184,0.031060911657926585,0.411764705882353,5.547634271099745,1.0,0.02546196440580912,1.573820088745462,0.8866242832211418,0.2619047619047619,0.3646033576829425,0.4151214833759591,1
"frozenset({'pencils', 'box', 'sign'})","frozenset({'bag', 'retrospot cake'})",0.06171843485276321,0.09076240419524001,0.031060911657926585,0.5032679738562091,5.5448946986201895,1.0,0.025459198127522502,1.8304388441858985,0.873569251041306,0.2558139534883721,0.45368292244434,0.42274509803921567,1
"frozenset({'bag', 'retrospot cake'})","frozenset({'pencils', 'box', 'sign'})",0.09076240419524001,0.06171843485276321,0.031060911657926585,0.34222222222222226,5.5448946986201895,1.0,0.025459198127522502,1.426441568636002,0.9014738588829094,0.2558139534883721,0.29895481035635807,0.42274509803921567,1
"frozenset({'tin', 'popcorn holder'})","frozenset({'dotcom postage', 'bag', 'sign'})",0.06938281565147236,0.07866075030254134,0.030254134731746672,0.43604651162790703,5.543381037567086,1.0,0.02479643039449895,1.6337149582264219,0.880710879930646,0.25684931506849323,0.38789811835620913,0.41033094812164583,1
"frozenset({'box', 'bowl', 'plate'})","frozenset({'sign', 'bag', 'napkin'})",0.06292860024203308,0.10407422347720856,0.03630496167809601,0.576923076923077,5.543381037567085,1.0,0.029755716473398735,2.1176427445084167,0.8746448557899267,0.27777777777777773,0.5277768157101791,0.4628801431127013,1
"frozenset({'dotcom postage', 'bag', 'sign'})","frozenset({'tin', 'popcorn holder'})",0.07866075030254134,0.06938281565147236,0.030254134731746672,0.38461538461538464,5.543381037567085,1.0,0.02479643039449895,1.5122529245663572,0.8895796847635727,0.25684931506849323,0.3387349538194792,0.41033094812164583,1
"frozenset({'sign', 'bag', 'napkin'})","frozenset({'box', 'bowl', 'plate'})",0.10407422347720856,0.06292860024203308,0.03630496167809601,0.3488372093023256,5.543381037567085,1.0,0.029755716473398735,1.439073935342592,0.9148131472309771,0.27777777777777773,0.3051086706243931,0.4628801431127013,1
"frozenset({'drawer knob', 'box'})","frozenset({'bag', 'napkin', 'sign'})",0.05244050020169423,0.10407422347720856,0.030254134731746672,0.5769230769230769,5.543381037567083,1.0,0.024796430394498945,2.117642744508416,0.8649638143891017,0.23961661341853036,0.527776815710179,0.43381037567084074,1
"frozenset({'box', 'parasol', 'sign'})","frozenset({'bag', 'bowl', 'plate'})",0.06655909640984267,0.08309802339653086,0.03065752319483663,0.4606060606060607,5.542924389526332,1.0,0.02512659384411957,1.6998744510064319,0.8780307510348907,0.25762711864406784,0.4117212601154529,0.4147690497205061,1
"frozenset({'bag', 'bowl', 'plate'})","frozenset({'box', 'parasol', 'sign'})",0.08309802339653086,0.06655909640984267,0.03065752319483663,0.36893203883495146,5.542924389526332,1.0,0.02512659384411957,1.4791448164582495,0.8938685252506541,0.25762711864406784,0.3239336751390859,0.4147690497205061,1
"frozenset({'retrospot cake', 'sign'})","frozenset({'tin', 'box', 'bowl'})",0.08027430415490117,0.09519967728922953,0.04235578862444534,0.5276381909547739,5.542436760071545,1.0,0.03471370077428129,1.9154815342493974,0.891106934001671,0.31818181818181823,0.4779380630302651,0.48627672259603105,1
"frozenset({'tin', 'box', 'bowl'})","frozenset({'retrospot cake', 'sign'})",0.09519967728922953,0.08027430415490117,0.04235578862444534,0.44491525423728817,5.542436760071545,1.0,0.03471370077428129,1.6569104138888804,0.9058064242192642,0.31818181818181823,0.3964670680939638,0.48627672259603105,1
"frozenset({'tin', 'retrospot cake'})","frozenset({'box', 'bag', 'bowl'})",0.08148446954417103,0.100040338846309,0.04517950786607503,0.5544554455445545,5.542318748003833,1.0,0.037027773922164414,2.0199094617005064,0.8922768053202835,0.33136094674556216,0.5049283054706188,0.5030341743851805,1
"frozenset({'box', 'bag', 'bowl'})","frozenset({'tin', 'retrospot cake'})",0.100040338846309,0.08148446954417103,0.04517950786607503,0.45161290322580644,5.542318748003833,1.0,0.037027773922164414,1.6749400849488647,0.9106742652237947,0.33136094674556216,0.40296371853174096,0.5030341743851805,1
"frozenset({'bowl', 'retrospot cake'})","frozenset({'box', 'napkin'})",0.06776926179911255,0.08592174263816055,0.03227107704719645,0.47619047619047616,5.542141739324838,1.0,0.026448223976114977,1.7450584913271479,0.8791432280398097,0.26578073089700993,0.4269533055940823,0.425888665325285,1
"frozenset({'box', 'napkin'})","frozenset({'bowl', 'retrospot cake'})",0.08592174263816055,0.06776926179911255,0.03227107704719645,0.3755868544600939,5.542141739324837,1.0,0.026448223976114977,1.4929710318555565,0.8966019417475729,0.26578073089700993,0.3301946396393651,0.425888665325285,1
"frozenset({'bowl', 'bag', 'parasol'})","frozenset({'plate', 'napkin'})",0.07099636950383219,0.08511496571198064,0.033481242436466316,0.4715909090909091,5.540634424816889,1.0,0.02743838888047253,1.7313953337063595,0.8821442958111211,0.2730263157894737,0.42243115680615684,0.43247791900043087,1
"frozenset({'plate', 'napkin'})","frozenset({'bowl', 'bag', 'parasol'})",0.08511496571198064,0.07099636950383219,0.033481242436466316,0.39336492890995256,5.540634424816889,1.0,0.02743838888047253,1.5314044221460266,0.8957576337094408,0.2730263157894737,0.3470046282100618,0.43247791900043087,1
"frozenset({'dotcom postage', 'tin'})","frozenset({'frame', 'sign'})",0.08430818878580072,0.09156918112141993,0.042759177087535294,0.507177033492823,5.538730687351137,1.0,0.035039145278589444,1.843320787821585,0.8949006732607432,0.3212121212121212,0.45750082860955066,0.4870686929578652,1
"frozenset({'frame', 'sign'})","frozenset({'dotcom postage', 'tin'})",0.09156918112141993,0.08430818878580072,0.042759177087535294,0.46696035242290745,5.538730687351137,1.0,0.035039145278589444,1.7178681086415142,0.9020535205603405,0.3212121212121212,0.4178831337693337,0.4870686929578652,1
"frozenset({'parasol', 'napkin'})","frozenset({'sign', 'plate'})",0.06252521177894312,0.1036708350141186,0.035901573215006054,0.5741935483870969,5.538621814986822,1.0,0.029419532300448418,2.105015463224419,0.8741031541897929,0.27554179566563475,0.5249441073139574,0.4602485251663111,1
"frozenset({'sign', 'plate'})","frozenset({'parasol', 'napkin'})",0.1036708350141186,0.06252521177894312,0.035901573215006054,0.34630350194552534,5.538621814986822,1.0,0.029419532300448418,1.4341132176953075,0.9142285015018357,0.27554179566563475,0.3027049833575548,0.4602485251663111,1
"frozenset({'bag', 'napkin', 'spotty paper'})",frozenset({'plate'}),0.03509479628882614,0.15772488906817264,0.03065752319483663,0.8735632183908045,5.538524855219449,1.0,0.025122200343311408,6.66163042282445,0.8492507921140645,0.18905472636815923,0.8498865988461707,0.5339683099626658,1
"frozenset({'pencils', 'bowl', 'sign'})","frozenset({'candle', 'bag', 'box'})",0.050826946349334406,0.10891488503428802,0.03065752319483663,0.6031746031746033,5.538036449147561,1.0,0.025121712176554945,2.2455344897135947,0.8633099961974634,0.23750000000000004,0.5546717253371849,0.44232804232804235,1
"frozenset({'tin', 'picnic basket', 'dotcom postage'})","frozenset({'lunch box', 'sign'})",0.05203711173860428,0.1189995966115369,0.03428801936264623,0.6589147286821705,5.537117330180003,1.0,0.028095624056922848,2.582933000843448,0.864380475594493,0.25073746312684364,0.6128432291222988,0.47352516095125474,1
"frozenset({'tin', 'picnic basket', 'bag', 'dotcom postage'})","frozenset({'lunch box', 'sign'})",0.05203711173860428,0.1189995966115369,0.03428801936264623,0.6589147286821705,5.537117330180003,1.0,0.028095624056922848,2.582933000843448,0.864380475594493,0.25073746312684364,0.6128432291222988,0.47352516095125474,1
"frozenset({'bag', 'box', 'napkin'})","frozenset({'plate', 'tin', 'sign'})",0.07946752722872126,0.09076240419524001,0.03993545784590561,0.5025380710659899,5.536852791878173,1.0,0.03272279401917617,1.8277531262605893,0.8901282766313441,0.30650154798761614,0.45288015890531896,0.471269035532995,1
"frozenset({'plate', 'tin', 'sign'})","frozenset({'bag', 'box', 'napkin'})",0.09076240419524001,0.07946752722872126,0.03993545784590561,0.44000000000000006,5.536852791878173,1.0,0.03272279401917617,1.6438079870915692,0.901185770750988,0.30650154798761614,0.3916564417177915,0.471269035532995,1
"frozenset({'candle', 'pencils', 'bag'})","frozenset({'mug', 'box', 'sign'})",0.07624041952400161,0.08027430415490117,0.033884630899556276,0.44444444444444453,5.5365717476270255,1.0,0.027764484273789306,1.6555062525211781,0.8870087336244543,0.27631578947368424,0.3959551656920079,0.43327749860413184,1
"frozenset({'mug', 'box', 'sign'})","frozenset({'candle', 'pencils', 'bag'})",0.08027430415490117,0.07624041952400161,0.033884630899556276,0.42211055276381915,5.536571747627025,1.0,0.027764484273789306,1.5985057088236843,0.8908991228070177,0.27631578947368424,0.37441574685655354,0.43327749860413184,1
"frozenset({'tin', 'bowl', 'retrospot cake'})","frozenset({'bag', 'napkin', 'sign'})",0.0609116579265833,0.10407422347720856,0.03509479628882614,0.576158940397351,5.53603881102726,1.0,0.02875546278940763,2.1138248789834613,0.8725115535015997,0.2701863354037267,0.5269239141130271,0.4566841213614662,1
"frozenset({'bag', 'napkin', 'sign'})","frozenset({'tin', 'bowl', 'retrospot cake'})",0.10407422347720856,0.0609116579265833,0.03509479628882614,0.3372093023255814,5.53603881102726,1.0,0.02875546278940763,1.4168701301458566,0.9145461038053688,0.2701863354037267,0.2942190122272836,0.4566841213614662,1
"frozenset({'candle', 'pencils', 't-lights'})","frozenset({'mug', 'box'})",0.05808793868495361,0.10286405808793868,0.03307785397337636,0.5694444444444444,5.535893246187364,1.0,0.027102692874278675,2.0836705747634974,0.8698908445187237,0.25867507886435337,0.5200776878497202,0.4455065359477124,1
"frozenset({'mug', 'box'})","frozenset({'candle', 'pencils', 't-lights'})",0.10286405808793868,0.05808793868495361,0.03307785397337636,0.3215686274509804,5.535893246187364,1.0,0.027102692874278675,1.3883674892216,0.9133071591507282,0.25867507886435337,0.2797296049040602,0.4455065359477124,1
"frozenset({'candle', 'bag', 'box'})","frozenset({'mug', 'pencils', 'tin'})",0.10891488503428802,0.05687777329568374,0.03428801936264623,0.3148148148148148,5.534935644864723,1.0,0.028093183223140535,1.3764486551900832,0.9194738103480414,0.2607361963190184,0.2734926971453918,0.45882584712371943,1
"frozenset({'mug', 'pencils', 'tin'})","frozenset({'candle', 'bag', 'box'})",0.05687777329568374,0.10891488503428802,0.03428801936264623,0.6028368794326241,5.5349356448647224,1.0,0.028093183223140535,2.243625021610096,0.8687415085794796,0.2607361963190184,0.5542927225502378,0.45882584712371943,1
"frozenset({'mug', 'pencils'})","frozenset({'candle', 'tin', 'bag', 'box'})",0.06736587333602259,0.09197256958450989,0.03428801936264623,0.5089820359281437,5.534063452043282,1.0,0.02809220688962761,1.8492753765778884,0.8784805617748829,0.27419354838709675,0.45924765307235377,0.4408945267360017,1
"frozenset({'candle', 'tin', 'bag', 'box'})","frozenset({'mug', 'pencils'})",0.09197256958450989,0.06736587333602259,0.03428801936264623,0.37280701754385964,5.534063452043282,1.0,0.02809220688962761,1.4869970690866212,0.9022865654480361,0.27419354838709675,0.3275037182055485,0.4408945267360017,1
"frozenset({'picnic basket', 'dotcom postage'})","frozenset({'bag', 'lunch box', 'sign'})",0.057684550221863654,0.11375554659136748,0.03630496167809601,0.6293706293706294,5.5326588305311715,1.0,0.02974302413773072,2.3911878648572538,0.869406392694064,0.26865671641791045,0.581797810746377,0.4742597827704211,1
"frozenset({'bag', 'lunch box', 'sign'})","frozenset({'picnic basket', 'dotcom postage'})",0.11375554659136748,0.057684550221863654,0.03630496167809601,0.3191489361702128,5.5326588305311715,1.0,0.02974302413773072,1.3840258168616377,0.924412077074799,0.26865671641791045,0.2774701253278928,0.4742597827704211,1
"frozenset({'spotty paper', 'plate'})","frozenset({'bag', 'napkin'})",0.03993545784590561,0.13876563130294473,0.03065752319483663,0.7676767676767676,5.532182287996242,1.0,0.0251158541754774,3.7070522826525414,0.8533171163202122,0.20708446866485017,0.7302438908996286,0.4943035001174536,1
"frozenset({'plate', 'bag', 'napkin'})","frozenset({'tin', 'retrospot cake'})",0.07785397337636143,0.08148446954417103,0.03509479628882614,0.4507772020725389,5.5320627917714065,1.0,0.028750906566347316,1.6723914846978776,0.888401162498366,0.28246753246753253,0.40205387963892136,0.4407351356897348,1
"frozenset({'tin', 'retrospot cake'})","frozenset({'plate', 'bag', 'napkin'})",0.08148446954417103,0.07785397337636143,0.03509479628882614,0.43069306930693074,5.532062791771406,1.0,0.028750906566347316,1.6197695424171739,0.8919126295438139,0.28246753246753253,0.38262822345226655,0.4407351356897348,1
